gene	category	row_splits
AT5G26570.TAIR10	train	train
AT5G26580.TAIR10	train	train
AT5G26594.TAIR10	train	train
AT5G26600.TAIR10	train	train
AT5G26610.TAIR10	train	test,train
AT5G26617.TAIR10	train	train
AT5G26620.TAIR10	train	train
AT5G26622.TAIR10	train	train
AT5G26630.TAIR10	train	train
AT5G26640.TAIR10	train	train
AT5G26650.TAIR10	train	train
AT5G26660.TAIR10	test	test
AT5G26667.TAIR10	train	train
AT5G26670.TAIR10	train	test,train
AT5G26673.TAIR10	train	train
AT5G26680.TAIR10	train	train
AT5G26690.TAIR10	train	train
AT5G26692.TAIR10	train	train
AT5G26700.TAIR10	train	train
AT5G26710.TAIR10	test	test
AT5G26717.TAIR10	train	train
AT5G26720.TAIR10	test	test
AT5G26730.TAIR10	train	train
AT5G26731.TAIR10	train	train
AT5G26740.TAIR10	train	train
AT5G26742.TAIR10	train	train
AT5G26749.TAIR10	train	train,validation
AT5G26751.TAIR10	train	train
AT5G26760.TAIR10	train	test,train
AT5G26770.TAIR10	train	train
AT5G26780.TAIR10	train	test,train
AT5G26790.TAIR10	train	train
AT5G26805.TAIR10	train	train
AT5G26810.TAIR10	test	test
AT5G26820.TAIR10	train	train
AT5G26830.TAIR10	train	train
AT5G26840.TAIR10	train	train
AT5G26848.TAIR10	test	test
AT5G26850.TAIR10	train	test,train
AT5G26860.TAIR10	train	train
AT5G26880.TAIR10	train	test,train
AT5G26890.TAIR10	train	train
AT5G26900.TAIR10	test	test
AT5G26910.TAIR10	train	test,train
AT5G26912.TAIR10	train	train
AT5G26920.TAIR10	train	test,train
AT5G26930.TAIR10	train	train
AT5G26940.TAIR10	train	train
AT5G26950.TAIR10	train	train
AT5G26960.TAIR10	validation	validation
AT5G26970.TAIR10	validation	validation
AT5G26980.TAIR10	validation	test,validation
AT5G26990.TAIR10	test	test
AT5G27000.TAIR10	train	train
AT5G27010.TAIR10	train	train
AT5G27020.TAIR10	train	train
AT5G27030.TAIR10	train	train
AT5G27050.TAIR10	test	test
AT5G27060.TAIR10	test	test
AT5G27070.TAIR10	train	train
AT5G27080.TAIR10	train	train
AT5G27090.TAIR10	train	train
AT5G27100.TAIR10	train	train
AT5G27110.TAIR10	test	test
AT5G27120.TAIR10	train	train
AT5G27130.TAIR10	train	train
AT5G27140.TAIR10	test	test
AT5G27150.TAIR10	train	train
AT5G27170.TAIR10	train	train
AT5G27200.TAIR10	test	test
AT5G27210.TAIR10	train	train
AT5G27220.TAIR10	train	train
AT5G27230.TAIR10	train	train
AT5G27238.TAIR10	train	train
AT5G27240.TAIR10	train	train
AT5G27247.TAIR10	train	train
AT5G27260.TAIR10	train	train
AT5G27270.TAIR10	train	train
AT5G27280.TAIR10	train	train
AT5G27290.TAIR10	validation	test,validation
AT5G27300.TAIR10	train	train,validation
AT5G27310.TAIR10	test	test
AT5G27320.TAIR10	train	train
AT5G27330.TAIR10	train	train
AT5G27340.TAIR10	train	train
AT5G27350.TAIR10	train	train
AT5G27360.TAIR10	train	train
AT5G27370.TAIR10	train	train
AT5G27380.TAIR10	train	train
AT5G27390.TAIR10	validation	validation
AT5G27395.TAIR10	train	train,validation
AT5G27400.TAIR10	train	train
AT5G27410.TAIR10	train	test,train
AT5G27420.TAIR10	train	train
AT5G27430.TAIR10	train	train
AT5G27440.TAIR10	train	train
AT5G27450.TAIR10	train	test,train
AT5G27460.TAIR10	train	train
AT5G27470.TAIR10	train	train
AT5G27490.TAIR10	test	test
AT5G27495.TAIR10	train	train
AT5G27510.TAIR10	train	train
AT5G27520.TAIR10	train	train
AT5G27530.TAIR10	train	train
AT5G27540.TAIR10	train	train
AT5G27550.TAIR10	train	train
AT5G27560.TAIR10	train	train
AT5G27570.TAIR10	train	train
AT5G27580.TAIR10	train	train
AT5G27600.TAIR10	train	train
AT5G27606.TAIR10	train	train
AT5G27610.TAIR10	train	train
AT5G27620.TAIR10	train	train
AT5G27630.TAIR10	train	train
AT5G27640.TAIR10	validation	test,validation
AT5G27650.TAIR10	train	train
AT5G27660.TAIR10	train	train
AT5G27670.TAIR10	train	train
AT5G27680.TAIR10	train	train
AT5G27690.TAIR10	train	train
AT5G27700.TAIR10	train	train
AT5G27710.TAIR10	train	train
AT5G27720.TAIR10	train	train
AT5G27730.TAIR10	train	train
AT5G27740.TAIR10	validation	validation
AT5G27750.TAIR10	validation	validation
AT5G27760.TAIR10	train	train
AT5G27770.TAIR10	train	train
AT5G27780.TAIR10	train	train
AT5G27790.TAIR10	train	train
AT5G27800.TAIR10	train	train
AT5G27810.TAIR10	train	train
AT5G27820.TAIR10	train	train
AT5G27830.TAIR10	train	train
AT5G27840.TAIR10	validation	test,validation
AT5G27850.TAIR10	test	test
AT5G27860.TAIR10	train	train,validation
AT5G27870.TAIR10	train	train
AT5G27880.TAIR10	train	train
AT5G27889.TAIR10	train	train
AT5G27890.TAIR10	test	test
AT5G27910.TAIR10	test	test
AT5G27920.TAIR10	test	test
AT5G27930.TAIR10	train	train
AT5G27940.TAIR10	train	train
AT5G27944.TAIR10	train	train
AT5G27945.TAIR10	train	train
AT5G27950.TAIR10	train	train
AT5G27960.TAIR10	validation	validation
AT5G27967.TAIR10	train	train
AT5G27970.TAIR10	train	train
AT5G27980.TAIR10	train	train
AT5G27990.TAIR10	train	train
AT5G28000.TAIR10	train	train
AT5G28010.TAIR10	validation	validation
AT5G28020.TAIR10	train	train,validation
AT5G28030.TAIR10	train	train
AT5G28040.TAIR10	train	train
AT5G28050.TAIR10	train	train
AT5G28052.TAIR10	train	train
AT5G28060.TAIR10	train	train
AT5G28070.TAIR10	train	train
AT5G28080.TAIR10	train	train,validation
AT5G28090.TAIR10	test	test
AT5G28150.TAIR10	train	train
AT5G28160.TAIR10	train	train
AT5G28180.TAIR10	train	train
AT5G28190.TAIR10	train	train
AT5G28210.TAIR10	train	train
AT5G28220.TAIR10	train	train
AT5G28235.TAIR10	train	train
AT5G28237.TAIR10	train	train
AT5G28288.TAIR10	train	train
AT5G28290.TAIR10	train	train
AT5G28295.TAIR10	train	train
AT5G28300.TAIR10	train	train
AT5G28310.TAIR10	train	train
AT5G28320.TAIR10	train	train
AT5G28340.TAIR10	train	train
AT5G28350.TAIR10	train	test,train
AT5G28370.TAIR10	train	train
AT5G28380.TAIR10	train	train
AT5G28390.TAIR10	train	train
AT5G28400.TAIR10	train	train
AT5G28410.TAIR10	validation	validation
AT5G28420.TAIR10	train	train
AT5G28442.TAIR10	train	train
AT5G28450.TAIR10	train	train
AT5G28460.TAIR10	train	train
AT5G28463.TAIR10	train	train
AT5G28465.TAIR10	validation	validation
AT5G28470.TAIR10	test	test
AT5G28490.TAIR10	test	test
AT5G28491.TAIR10	train	train
AT5G28500.TAIR10	train	train
AT5G28510.TAIR10	train	train
AT5G28520.TAIR10	train	train
AT5G28530.TAIR10	validation	validation
AT5G28540.TAIR10	test	test
AT5G28550.TAIR10	test	test
AT5G28560.TAIR10	train	train
AT5G28590.TAIR10	train	train
AT5G28610.TAIR10	train	train
AT5G28615.TAIR10	test	test
AT5G28620.TAIR10	train	train
AT5G28630.TAIR10	train	train
AT5G28640.TAIR10	train	train
AT5G28642.TAIR10	train	train
AT5G28646.TAIR10	train	train,validation
AT5G28650.TAIR10	train	train
AT5G28660.TAIR10	test	test
AT5G28680.TAIR10	train	train
AT5G28690.TAIR10	train	train
AT5G28720.TAIR10	train	train
AT5G28730.TAIR10	validation	validation
AT5G28740.TAIR10	train	train
AT5G28750.TAIR10	validation	validation
AT5G28770.TAIR10	train	train
AT5G28780.TAIR10	test	test
AT5G28781.TAIR10	test	test
AT5G28800.TAIR10	test	test
AT5G28810.TAIR10	train	train
AT5G28820.TAIR10	train	train
AT5G28821.TAIR10	train	train
AT5G28823.TAIR10	train	train
AT5G28830.TAIR10	train	train
AT5G28840.TAIR10	train	train
AT5G28850.TAIR10	train	train
AT5G28885.TAIR10	test	test
AT5G28900.TAIR10	train	train
AT5G28910.TAIR10	train	train
AT5G28919.TAIR10	test	test
AT5G28920.TAIR10	train	train
AT5G28931.TAIR10	train	train
AT5G28950.TAIR10	train	train
AT5G28960.TAIR10	test	test
AT5G29000.TAIR10	train	test,train
AT5G29044.TAIR10	train	train
AT5G29050.TAIR10	train	train
AT5G29054.TAIR10	train	train
AT5G29070.TAIR10	train	train
AT5G29210.TAIR10	test	test
AT5G29231.TAIR10	test	test
AT5G29560.TAIR10	train	train
AT5G29613.TAIR10	train	train
AT5G29624.TAIR10	train	train
AT5G29807.TAIR10	train	train
AT5G30341.TAIR10	train	train
AT5G30490.TAIR10	train	train
AT5G30495.TAIR10	train	train
AT5G30500.TAIR10	train	train
AT5G30510.TAIR10	train	train
AT5G30520.TAIR10	train	train
AT5G31412.TAIR10	train	train
AT5G32440.TAIR10	train	test,train
AT5G32450.TAIR10	train	train
AT5G32460.TAIR10	train	train
AT5G32470.TAIR10	train	train
AT5G32590.TAIR10	train	train
AT5G32597.TAIR10	train	train
AT5G32613.TAIR10	train	train
AT5G32619.TAIR10	train	train
AT5G33210.TAIR10	train	train
AT5G33280.TAIR10	train	train
AT5G33290.TAIR10	test	test
AT5G33300.TAIR10	train	train
AT5G33320.TAIR10	train	train
AT5G33330.TAIR10	train	train
AT5G33340.TAIR10	train	train
AT5G33355.TAIR10	validation	validation
AT5G33370.TAIR10	train	train
AT5G33390.TAIR10	train	train
AT5G33393.TAIR10	validation	validation
AT5G33406.TAIR10	train	train
AT5G33421.TAIR10	train	train
AT5G33806.TAIR10	train	train
AT5G33898.TAIR10	train	train
AT5G34581.TAIR10	test	test
AT5G34780.TAIR10	train	train
AT5G34828.TAIR10	train	train
AT5G34829.TAIR10	train	train
AT5G34830.TAIR10	train	train
AT5G34850.TAIR10	train	train
AT5G34869.TAIR10	test	test
AT5G34870.TAIR10	train	train
AT5G34881.TAIR10	train	train
AT5G34882.TAIR10	train	train
AT5G34883.TAIR10	validation	validation
AT5G34885.TAIR10	train	train
AT5G34887.TAIR10	test	test
AT5G34905.TAIR10	train	train
AT5G34908.TAIR10	train	train
AT5G34930.TAIR10	train	train
AT5G34940.TAIR10	train	train
AT5G35050.TAIR10	train	train
AT5G35066.TAIR10	train	train
AT5G35069.TAIR10	train	train
AT5G35080.TAIR10	train	train
AT5G35090.TAIR10	validation	validation
AT5G35100.TAIR10	train	train
AT5G35110.TAIR10	train	train
AT5G35120.TAIR10	test	test
AT5G35160.TAIR10	train	train
AT5G35170.TAIR10	train	train
AT5G35180.TAIR10	train	train
AT5G35190.TAIR10	train	train
AT5G35195.TAIR10	train	train
AT5G35200.TAIR10	train	train
AT5G35210.TAIR10	train	train
AT5G35220.TAIR10	train	train
AT5G35230.TAIR10	train	train
AT5G35290.TAIR10	train	train
AT5G35300.TAIR10	test	test
AT5G35320.TAIR10	test	test
AT5G35330.TAIR10	train	train,validation
AT5G35338.TAIR10	train	train
AT5G35360.TAIR10	train	train
AT5G35370.TAIR10	test	test
AT5G35375.TAIR10	train	train
AT5G35380.TAIR10	train	train
AT5G35390.TAIR10	test	test
AT5G35400.TAIR10	train	test,train
AT5G35405.TAIR10	train	train
AT5G35410.TAIR10	test	test
AT5G35430.TAIR10	train	train
AT5G35450.TAIR10	train	train
AT5G35460.TAIR10	test	test
AT5G35470.TAIR10	train	train
AT5G35475.TAIR10	train	train
AT5G35480.TAIR10	train	train
AT5G35490.TAIR10	train	train
AT5G35510.TAIR10	train	train
AT5G35520.TAIR10	train	train
AT5G35525.TAIR10	train	train
AT5G35526.TAIR10	train	train
AT5G35530.TAIR10	train	train
AT5G35540.TAIR10	train	train
AT5G35550.TAIR10	train	train
AT5G35560.TAIR10	train	train
AT5G35570.TAIR10	validation	validation
AT5G35580.TAIR10	train	train
AT5G35590.TAIR10	train	train
AT5G35600.TAIR10	train	train
AT5G35603.TAIR10	train	train,validation
AT5G35604.TAIR10	train	train
AT5G35610.TAIR10	test	test
AT5G35620.TAIR10	train	train
AT5G35630.TAIR10	train	train
AT5G35631.TAIR10	train	train
AT5G35640.TAIR10	train	train
AT5G35660.TAIR10	train	train
AT5G35670.TAIR10	train	train
AT5G35680.TAIR10	train	train,validation
AT5G35688.TAIR10	test	test
AT5G35690.TAIR10	train	train
AT5G35695.TAIR10	test	test
AT5G35698.TAIR10	validation	validation
AT5G35700.TAIR10	train	train
AT5G35715.TAIR10	train	train
AT5G35730.TAIR10	train	train
AT5G35732.TAIR10	train	train
AT5G35735.TAIR10	train	train
AT5G35737.TAIR10	train	train
AT5G35740.TAIR10	train	train
AT5G35750.TAIR10	train	train
AT5G35753.TAIR10	train	train
AT5G35760.TAIR10	train	train
AT5G35770.TAIR10	train	train
AT5G35790.TAIR10	train	train
AT5G35810.TAIR10	train	train
AT5G35830.TAIR10	train	train
AT5G35840.TAIR10	train	train
AT5G35870.TAIR10	train	train
AT5G35890.TAIR10	validation	validation
AT5G35900.TAIR10	train	train
AT5G35910.TAIR10	train	train
AT5G35917.TAIR10	test	test
AT5G35920.TAIR10	test	test
AT5G35926.TAIR10	test	test
AT5G35930.TAIR10	train	train
AT5G35940.TAIR10	train	train
AT5G35945.TAIR10	train	train
AT5G35950.TAIR10	train	train
AT5G35960.TAIR10	test	test
AT5G35970.TAIR10	train	train
AT5G35980.TAIR10	train	train
AT5G35995.TAIR10	train	test,train
AT5G36000.TAIR10	train	train
AT5G36001.TAIR10	train	train
AT5G36080.TAIR10	train	train
AT5G36100.TAIR10	train	test,train
AT5G36110.TAIR10	train	train
AT5G36120.TAIR10	train	train
AT5G36130.TAIR10	train	train
AT5G36140.TAIR10	train	train
AT5G36150.TAIR10	train	train
AT5G36160.TAIR10	test	test
AT5G36170.TAIR10	train	train,validation
AT5G36180.TAIR10	train	train
AT5G36190.TAIR10	train	train
AT5G36200.TAIR10	train	train
AT5G36210.TAIR10	train	train
AT5G36220.TAIR10	train	train
AT5G36228.TAIR10	train	train
AT5G36230.TAIR10	validation	validation
AT5G36240.TAIR10	train	train
AT5G36250.TAIR10	train	train
AT5G36260.TAIR10	train	train
AT5G36280.TAIR10	train	train
AT5G36290.TAIR10	train	test,train
AT5G36300.TAIR10	train	train
AT5G36310.TAIR10	train	train
AT5G36320.TAIR10	test	test
AT5G36330.TAIR10	train	train
AT5G36340.TAIR10	test	test
AT5G36350.TAIR10	test	test
AT5G36360.TAIR10	train	train
AT5G36370.TAIR10	train	train
AT5G36380.TAIR10	train	train
AT5G36390.TAIR10	train	train
AT5G36400.TAIR10	test	test
AT5G36410.TAIR10	train	train
AT5G36420.TAIR10	train	train
AT5G36430.TAIR10	train	train
AT5G36440.TAIR10	test	test
AT5G36450.TAIR10	train	train
AT5G36460.TAIR10	train	train
AT5G36470.TAIR10	train	train
AT5G36480.TAIR10	train	train
AT5G36490.TAIR10	train	train
AT5G36500.TAIR10	test	test
AT5G36520.TAIR10	train	train
AT5G36540.TAIR10	validation	validation
AT5G36550.TAIR10	train	train
AT5G36657.TAIR10	validation	validation
AT5G36658.TAIR10	test	test
AT5G36659.TAIR10	train	train
AT5G36661.TAIR10	train	train
AT5G36662.TAIR10	train	train
AT5G36670.TAIR10	train	train
AT5G36680.TAIR10	train	train
AT5G36690.TAIR10	train	train
AT5G36700.TAIR10	train	train
AT5G36710.TAIR10	train	train
AT5G36720.TAIR10	train	train
AT5G36722.TAIR10	train	train
AT5G36730.TAIR10	train	train
AT5G36738.TAIR10	test	test
AT5G36739.TAIR10	train	train
AT5G36740.TAIR10	test	test
AT5G36770.TAIR10	train	train
AT5G36780.TAIR10	test	test
AT5G36790.TAIR10	train	test,train
AT5G36800.TAIR10	train	train
AT5G36805.TAIR10	test	test
AT5G36810.TAIR10	train	train
AT5G36820.TAIR10	train	train
AT5G36870.TAIR10	train	train
AT5G36880.TAIR10	train	train
AT5G36890.TAIR10	test	test
AT5G36900.TAIR10	train	train
AT5G36910.TAIR10	train	train
AT5G36920.TAIR10	train	train
AT5G36925.TAIR10	train	train
AT5G36930.TAIR10	train	train
AT5G36940.TAIR10	train	train
AT5G36950.TAIR10	train	train
AT5G36960.TAIR10	train	train
AT5G36970.TAIR10	train	train
AT5G36980.TAIR10	train	train
AT5G37000.TAIR10	train	train
AT5G37010.TAIR10	train	train
AT5G37020.TAIR10	train	train
AT5G37030.TAIR10	train	train
AT5G37040.TAIR10	train	train
AT5G37050.TAIR10	train	train
AT5G37055.TAIR10	train	train
AT5G37060.TAIR10	train	train
AT5G37070.TAIR10	test	test
AT5G37130.TAIR10	train	train
AT5G37140.TAIR10	train	train
AT5G37150.TAIR10	train	train
AT5G37160.TAIR10	test	test
AT5G37170.TAIR10	train	train
AT5G37180.TAIR10	train	train
AT5G37190.TAIR10	train	train
AT5G37200.TAIR10	train	train
AT5G37210.TAIR10	train	train
AT5G37220.TAIR10	train	train
AT5G37230.TAIR10	train	train
AT5G37240.TAIR10	train	train
AT5G37250.TAIR10	train	train
AT5G37260.TAIR10	train	train
AT5G37270.TAIR10	train	train
AT5G37280.TAIR10	train	train
AT5G37290.TAIR10	train	train
AT5G37300.TAIR10	train	train
AT5G37310.TAIR10	train	train
AT5G37320.TAIR10	train	train
AT5G37340.TAIR10	validation	test,validation
AT5G37350.TAIR10	train	train
AT5G37351.TAIR10	train	train
AT5G37360.TAIR10	train	train
AT5G37370.TAIR10	train	train,validation
AT5G37380.TAIR10	train	train
AT5G37400.TAIR10	train	train
AT5G37410.TAIR10	train	train
AT5G37415.TAIR10	train	train
AT5G37420.TAIR10	train	train
AT5G37430.TAIR10	train	train
AT5G37440.TAIR10	train	train
AT5G37450.TAIR10	train	train
AT5G37460.TAIR10	validation	validation
AT5G37470.TAIR10	train	train
AT5G37473.TAIR10	validation	validation
AT5G37474.TAIR10	train	train
AT5G37475.TAIR10	train	train
AT5G37478.TAIR10	test	test
AT5G37480.TAIR10	train	train
AT5G37490.TAIR10	train	train
AT5G37500.TAIR10	train	train
AT5G37510.TAIR10	train	train,validation
AT5G37520.TAIR10	train	train
AT5G37530.TAIR10	validation	test,validation
AT5G37540.TAIR10	validation	validation
AT5G37550.TAIR10	train	train
AT5G37560.TAIR10	test	test
AT5G37570.TAIR10	validation	validation
AT5G37590.TAIR10	train	train
AT5G37600.TAIR10	test	test
AT5G37610.TAIR10	test	test
AT5G37620.TAIR10	validation	validation
AT5G37630.TAIR10	train	train
AT5G37640.TAIR10	train	train
AT5G37650.TAIR10	train	train
AT5G37660.TAIR10	train	train
AT5G37667.TAIR10	train	train
AT5G37670.TAIR10	train	train
AT5G37680.TAIR10	train	train
AT5G37690.TAIR10	train	train
AT5G37710.TAIR10	validation	validation
AT5G37720.TAIR10	train	train
AT5G37730.TAIR10	train	train
AT5G37740.TAIR10	train	train
AT5G37750.TAIR10	test	test
AT5G37760.TAIR10	train	train
AT5G37770.TAIR10	train	train
AT5G37780.TAIR10	train	train
AT5G37790.TAIR10	train	train
AT5G37800.TAIR10	test	test
AT5G37810.TAIR10	train	train
AT5G37820.TAIR10	train	train
AT5G37830.TAIR10	train	train
AT5G37840.TAIR10	test	test
AT5G37850.TAIR10	train	test,train
AT5G37860.TAIR10	train	train
AT5G37870.TAIR10	train	train
AT5G37890.TAIR10	test	test
AT5G37900.TAIR10	test	test
AT5G37910.TAIR10	train	train
AT5G37920.TAIR10	train	train
AT5G37930.TAIR10	train	train
AT5G37940.TAIR10	train	train
AT5G37950.TAIR10	train	test,train
AT5G37960.TAIR10	test	test
AT5G37970.TAIR10	train	train
AT5G37980.TAIR10	train	train
AT5G37990.TAIR10	train	train
AT5G38000.TAIR10	test	test
AT5G38010.TAIR10	train	train
AT5G38020.TAIR10	train	train
AT5G38030.TAIR10	train	train
AT5G38040.TAIR10	train	train
AT5G38050.TAIR10	train	train
AT5G38060.TAIR10	train	train
AT5G38070.TAIR10	test	test
AT5G38080.TAIR10	test	test
AT5G38090.TAIR10	train	train
AT5G38100.TAIR10	train	train
AT5G38110.TAIR10	validation	validation
AT5G38120.TAIR10	train	train
AT5G38130.TAIR10	train	train
AT5G38140.TAIR10	train	train
AT5G38150.TAIR10	train	train
AT5G38160.TAIR10	train	train
AT5G38170.TAIR10	train	train
AT5G38180.TAIR10	validation	validation
AT5G38190.TAIR10	train	train
AT5G38195.TAIR10	train	train
AT5G38197.TAIR10	validation	validation
AT5G38200.TAIR10	train	train
AT5G38210.TAIR10	train	train
AT5G38220.TAIR10	train	train,validation
AT5G38240.TAIR10	train	train
AT5G38250.TAIR10	train	train
AT5G38260.TAIR10	train	train
AT5G38270.TAIR10	train	train
AT5G38280.TAIR10	train	train
AT5G38290.TAIR10	train	test,train
AT5G38300.TAIR10	train	train
AT5G38310.TAIR10	train	train
AT5G38314.TAIR10	train	train
AT5G38317.TAIR10	train	train
AT5G38320.TAIR10	train	train
AT5G38330.TAIR10	train	train
AT5G38340.TAIR10	train	train
AT5G38344.TAIR10	validation	validation
AT5G38350.TAIR10	train	train
AT5G38360.TAIR10	test	test
AT5G38370.TAIR10	test	test
AT5G38378.TAIR10	validation	validation
AT5G38380.TAIR10	train	train
AT5G38386.TAIR10	train	train
AT5G38390.TAIR10	train	train
AT5G38396.TAIR10	train	train
AT5G38400.TAIR10	train	train
AT5G38410.TAIR10	train	test,train
AT5G38420.TAIR10	train	train
AT5G38430.TAIR10	test	test
AT5G38435.TAIR10	train	train
AT5G38440.TAIR10	train	train
AT5G38450.TAIR10	train	train
AT5G38460.TAIR10	train	train
AT5G38470.TAIR10	train	train
AT5G38480.TAIR10	train	train
AT5G38490.TAIR10	validation	validation
AT5G38500.TAIR10	test	test
AT5G38510.TAIR10	train	test,train
AT5G38520.TAIR10	train	test,train
AT5G38530.TAIR10	train	train
AT5G38540.TAIR10	test	test
AT5G38550.TAIR10	validation	validation
AT5G38560.TAIR10	test	test
AT5G38565.TAIR10	train	train
AT5G38570.TAIR10	validation	validation
AT5G38580.TAIR10	train	train
AT5G38590.TAIR10	train	train
AT5G38600.TAIR10	train	train
AT5G38610.TAIR10	train	train
AT5G38620.TAIR10	train	train
AT5G38630.TAIR10	train	train
AT5G38640.TAIR10	train	train
AT5G38650.TAIR10	train	train
AT5G38660.TAIR10	train	train
AT5G38670.TAIR10	train	train
AT5G38680.TAIR10	train	train
AT5G38690.TAIR10	train	train
AT5G38700.TAIR10	test	test
AT5G38710.TAIR10	train	train
AT5G38720.TAIR10	test	test
AT5G38730.TAIR10	train	train
AT5G38740.TAIR10	train	train
AT5G38750.TAIR10	train	train
AT5G38760.TAIR10	train	train
AT5G38770.TAIR10	train	train
AT5G38780.TAIR10	train	train
AT5G38790.TAIR10	test	test
AT5G38800.TAIR10	train	train
AT5G38810.TAIR10	train	train
AT5G38820.TAIR10	test	test
AT5G38830.TAIR10	train	train
AT5G38840.TAIR10	train	train
AT5G38850.TAIR10	train	train
AT5G38860.TAIR10	train	train
AT5G38880.TAIR10	train	train
AT5G38890.TAIR10	train	train
AT5G38895.TAIR10	train	train
AT5G38900.TAIR10	validation	validation
AT5G38910.TAIR10	validation	validation
AT5G38920.TAIR10	train	train
AT5G38930.TAIR10	train	train
AT5G38940.TAIR10	train	train
AT5G38950.TAIR10	train	train
AT5G38960.TAIR10	test	test
AT5G38970.TAIR10	train	test,train
AT5G38980.TAIR10	train	train
AT5G38990.TAIR10	train	train
AT5G39000.TAIR10	train	train
AT5G39010.TAIR10	validation	validation
AT5G39020.TAIR10	train	train
AT5G39024.TAIR10	train	train
AT5G39030.TAIR10	validation	validation
AT5G39040.TAIR10	train	train
AT5G39050.TAIR10	train	train
AT5G39080.TAIR10	train	train
AT5G39090.TAIR10	test	test
AT5G39100.TAIR10	train	train
AT5G39110.TAIR10	train	train
AT5G39120.TAIR10	validation	validation
AT5G39130.TAIR10	validation	validation
AT5G39140.TAIR10	train	train
AT5G39150.TAIR10	validation	validation
AT5G39160.TAIR10	train	test,train
AT5G39170.TAIR10	train	train
AT5G39180.TAIR10	train	train
AT5G39190.TAIR10	train	train
AT5G39200.TAIR10	train	train
AT5G39210.TAIR10	train	train
AT5G39220.TAIR10	train	train
AT5G39230.TAIR10	train	train
AT5G39240.TAIR10	train	train
AT5G39250.TAIR10	test	test
AT5G39260.TAIR10	train	train
AT5G39270.TAIR10	train	train
AT5G39280.TAIR10	train	train
AT5G39290.TAIR10	train	train
AT5G39300.TAIR10	train	train
AT5G39310.TAIR10	train	train
AT5G39320.TAIR10	train	train
AT5G39330.TAIR10	train	train
AT5G39340.TAIR10	train	train
AT5G39350.TAIR10	train	train
AT5G39360.TAIR10	train	train
AT5G39365.TAIR10	train	train
AT5G39370.TAIR10	train	train
AT5G39380.TAIR10	train	train
AT5G39390.TAIR10	train	train
AT5G39400.TAIR10	train	train
AT5G39410.TAIR10	train	train
AT5G39420.TAIR10	train	train
AT5G39430.TAIR10	train	train
AT5G39440.TAIR10	train	train
AT5G39450.TAIR10	train	train
AT5G39460.TAIR10	train	train
AT5G39470.TAIR10	validation	validation
AT5G39471.TAIR10	train	train
AT5G39480.TAIR10	test	test
AT5G39490.TAIR10	train	train
AT5G39493.TAIR10	train	train
AT5G39500.TAIR10	train	train
AT5G39510.TAIR10	train	train
AT5G39520.TAIR10	test	test
AT5G39530.TAIR10	test	test
AT5G39540.TAIR10	train	train
AT5G39550.TAIR10	validation	validation
AT5G39560.TAIR10	train	train
AT5G39570.TAIR10	train	train
AT5G39580.TAIR10	train	train
AT5G39581.TAIR10	test	test
AT5G39590.TAIR10	train	train
AT5G39600.TAIR10	train	train
AT5G39610.TAIR10	train	train
AT5G39620.TAIR10	train	train
AT5G39630.TAIR10	train	train
AT5G39640.TAIR10	train	train
AT5G39645.TAIR10	train	train
AT5G39650.TAIR10	validation	validation
AT5G39660.TAIR10	validation	test,validation
AT5G39670.TAIR10	train	train
AT5G39680.TAIR10	test	test
AT5G39690.TAIR10	test	test
AT5G39700.TAIR10	train	train
AT5G39710.TAIR10	test	test
AT5G39720.TAIR10	test	test
AT5G39730.TAIR10	train	train
AT5G39740.TAIR10	train	train
AT5G39750.TAIR10	train	train
AT5G39760.TAIR10	train	train
AT5G39770.TAIR10	train	train
AT5G39785.TAIR10	train	train
AT5G39790.TAIR10	train	train
AT5G39800.TAIR10	train	train
AT5G39810.TAIR10	train	train
AT5G39820.TAIR10	train	train
AT5G39830.TAIR10	train	test,train
AT5G39840.TAIR10	train	train
AT5G39850.TAIR10	train	train
AT5G39860.TAIR10	train	train
AT5G39865.TAIR10	validation	validation
AT5G39870.TAIR10	train	train
AT5G39880.TAIR10	train	train
AT5G39890.TAIR10	train	train
AT5G39900.TAIR10	train	train
AT5G39910.TAIR10	train	train
AT5G39920.TAIR10	train	train
AT5G39930.TAIR10	test	test
AT5G39940.TAIR10	test	test
AT5G39950.TAIR10	train	train
AT5G39960.TAIR10	train	train
AT5G39970.TAIR10	train	train
AT5G39980.TAIR10	train	train
AT5G39990.TAIR10	test	test
AT5G40000.TAIR10	validation	validation
AT5G40010.TAIR10	validation	validation
AT5G40020.TAIR10	validation	validation
AT5G40030.TAIR10	train	train
AT5G40040.TAIR10	train	train
AT5G40050.TAIR10	train	train
AT5G40060.TAIR10	train	train
AT5G40070.TAIR10	train	train
AT5G40080.TAIR10	test	test
AT5G40090.TAIR10	train	train
AT5G40100.TAIR10	train	train
AT5G40120.TAIR10	train	train
AT5G40140.TAIR10	train	train
AT5G40150.TAIR10	train	train
AT5G40155.TAIR10	test	test
AT5G40160.TAIR10	train	train
AT5G40170.TAIR10	train	train
AT5G40180.TAIR10	train	train
AT5G40190.TAIR10	test	test
AT5G40200.TAIR10	train	train
AT5G40210.TAIR10	validation	validation
AT5G40220.TAIR10	train	train
AT5G40230.TAIR10	train	train
AT5G40240.TAIR10	train	test,train
AT5G40250.TAIR10	train	train
AT5G40260.TAIR10	train	train
AT5G40270.TAIR10	train	train
