locus	category	additions	additions_matching_TAIR10_alt
AT4G23210	train	0	0
AT4G23220	validation	0	0
AT4G23230	train	0	0
AT4G23240	train	0	0
AT4G23250	train	0	0
AT4G23260	train	0	0
AT4G23270	train	0	0
AT4G23271	train	0	0
AT4G23280	train	0	0
AT4G23290	train	1	0
AT4G23300	test	0	0
AT4G23310	train	0	0
AT4G23320	train	0	0
AT4G23330	validation	0	0
AT4G23340	train	0	0
AT4G23350	train	0	0
AT4G23360	validation	0	0
AT4G23370	train	0	0
AT4G23380	train	0	0
AT4G23390	train	0	0
AT4G23400	train	0	0
AT4G23410	train	0	0
AT4G23420	train	1	1
AT4G23430	train	0	0
AT4G23432	train	0	0
AT4G23440	train	0	0
AT4G23450	train	0	0
AT4G23460	train	0	0
AT4G23470	train	0	0
AT4G23490	train	0	0
AT4G23493	train	0	0
AT4G23496	test	0	0
AT4G23500	train	0	0
AT4G23510	test	0	0
AT4G23515	train	0	0
AT4G23520	train	0	0
AT4G23530	train	0	0
AT4G23540	train	0	0
AT4G23550	validation	0	0
AT4G23560	test	0	0
AT4G23570	train	0	0
AT4G23580	train	0	0
AT4G23590	validation	0	0
AT4G23600	train	0	0
AT4G23610	test	0	0
AT4G23620	train	0	0
AT4G23630	test	0	0
AT4G23640	test	0	0
AT4G23650	test	0	0
AT4G23660	train	0	0
AT4G23670	train	0	0
AT4G23680	train	0	0
AT4G23690	train	0	0
AT4G23700	validation	0	0
AT4G23710	train	0	0
AT4G23720	test	0	0
AT4G23730	train	0	0
AT4G23740	train	0	0
AT4G23750	validation	0	0
AT4G23760	train	0	0
AT4G23770	test	0	0
AT4G23780	train	0	0
AT4G23790	train	0	0
AT4G23800	train	0	0
AT4G23810	train	0	0
AT4G23820	train	0	0
AT4G23840	test	0	0
AT4G23850	train	0	0
AT4G23860	test	0	0
AT4G23870	train	0	0
AT4G23880	train	0	0
AT4G23882	test	0	0
AT4G23885	train	0	0
AT4G23890	train	0	0
AT4G23895	train	0	0
AT4G23900	train	0	0
AT4G23910	train	0	0
AT4G23920	train	0	0
AT4G23930	train	0	0
AT4G23940	train	0	0
AT4G23950	train	0	0
AT4G23960	train	0	0
AT4G23970	train	0	0
AT4G23980	train	0	0
AT4G23990	train	0	0
AT4G24000	train	0	0
AT4G24010	train	0	0
AT4G24015	validation	0	0
AT4G24020	test	0	0
AT4G24026	train	0	0
AT4G24030	train	0	0
AT4G24040	train	0	0
AT4G24050	test	0	0
AT4G24060	train	0	0
AT4G24070	validation	0	0
AT4G24080	train	0	0
AT4G24090	validation	0	0
AT4G24100	test	0	0
AT4G24110	train	0	0
AT4G24120	validation	0	0
AT4G24130	train	0	0
AT4G24140	train	0	0
AT4G24150	train	0	0
AT4G24160	train	0	0
AT4G24170	train	0	0
AT4G24175	train	0	0
AT4G24180	validation	0	0
AT4G24190	train	0	0
AT4G24200	test	0	0
AT4G24204	train	1	0
AT4G24210	train	0	0
AT4G24220	train	0	0
AT4G24230	train	1	0
AT4G24231	train	0	0
AT4G24240	test	0	0
AT4G24250	train	0	0
AT4G24260	train	0	0
AT4G24265	train	0	0
AT4G24270	validation	0	0
AT4G24275	train	0	0
AT4G24280	train	0	0
AT4G24290	train	0	0
AT4G24300	train	0	0
AT4G24310	validation	0	0
AT4G24320	train	0	0
AT4G24330	test	0	0
AT4G24340	train	0	0
AT4G24350	train	0	0
AT4G24370	test	0	0
AT4G24380	train	1	0
AT4G24390	train	0	0
AT4G24400	train	0	0
AT4G24410	train	0	0
AT4G24420	train	0	0
AT4G24430	test	0	0
AT4G24440	train	0	0
AT4G24450	test	0	0
AT4G24460	train	0	0
AT4G24470	train	0	0
AT4G24480	train	0	0
AT4G24490	train	0	0
AT4G24500	train	1	0
AT4G24510	validation	0	0
AT4G24520	train	0	0
AT4G24530	train	0	0
AT4G24540	train	0	0
AT4G24550	train	0	0
AT4G24560	test	0	0
AT4G24570	train	0	0
AT4G24580	train	0	0
AT4G24590	test	0	0
AT4G24600	train	0	0
AT4G24610	train	0	0
AT4G24620	train	0	0
AT4G24630	train	0	0
AT4G24640	train	0	0
AT4G24644	train	0	0
AT4G24650	train	0	0
AT4G24660	validation	0	0
AT4G24670	train	0	0
AT4G24680	train	0	0
AT4G24690	validation	0	0
AT4G24700	validation	0	0
AT4G24710	test	0	0
AT4G24730	train	1	0
AT4G24740	train	1	0
AT4G24750	train	0	0
AT4G24760	test	0	0
AT4G24770	train	0	0
AT4G24780	train	1	0
AT4G24790	train	0	0
AT4G24800	train	0	0
AT4G24805	validation	0	0
AT4G24810	train	0	0
AT4G24820	train	0	0
AT4G24830	train	0	0
AT4G24840	train	0	0
AT4G24860	train	0	0
AT4G24880	train	0	0
AT4G24890	train	0	0
AT4G24900	test	0	0
AT4G24910	train	0	0
AT4G24920	train	0	0
AT4G24930	train	0	0
AT4G24940	train	0	0
AT4G24950	train	0	0
AT4G24960	validation	0	0
AT4G24970	train	0	0
AT4G24972	test	0	0
AT4G24973	test	0	0
AT4G24974	train	0	0
AT4G24975	test	0	0
AT4G24980	train	0	0
AT4G24990	train	0	0
AT4G25000	train	0	0
AT4G25010	test	0	0
AT4G25020	train	0	0
AT4G25030	train	0	0
AT4G25040	train	0	0
AT4G25050	train	0	0
AT4G25070	train	0	0
AT4G25080	train	0	0
AT4G25090	train	0	0
AT4G25100	train	0	0
AT4G25110	train	0	0
AT4G25120	train	0	0
AT4G25130	train	0	0
AT4G25140	train	0	0
AT4G25150	train	0	0
AT4G25160	test	0	0
AT4G25170	train	0	0
AT4G25180	validation	0	0
AT4G25190	train	0	0
AT4G25200	validation	0	0
AT4G25210	test	0	0
AT4G25220	validation	0	0
AT4G25225	train	0	0
AT4G25230	train	0	0
AT4G25240	train	0	0
AT4G25250	train	0	0
AT4G25260	train	0	0
AT4G25270	train	0	0
AT4G25280	train	0	0
AT4G25290	train	0	0
AT4G25300	train	0	0
AT4G25310	test	0	0
AT4G25315	train	1	1
AT4G25320	train	0	0
AT4G25330	train	0	0
AT4G25340	train	0	0
AT4G25350	train	0	0
AT4G25360	train	0	0
AT4G25370	test	0	0
AT4G25380	train	0	0
AT4G25386	train	0	0
AT4G25390	train	0	0
AT4G25400	train	0	0
AT4G25410	train	0	0
AT4G25420	test	0	0
AT4G25430	train	0	0
AT4G25433	train	0	0
AT4G25434	train	0	0
AT4G25440	train	0	0
AT4G25450	train	0	0
AT4G25470	train	0	0
AT4G25480	train	0	0
AT4G25490	train	0	0
AT4G25500	train	0	0
AT4G25510	train	0	0
AT4G25515	validation	0	0
AT4G25520	train	0	0
AT4G25530	train	0	0
AT4G25540	test	0	0
AT4G25550	train	0	0
AT4G25560	train	0	0
AT4G25570	test	0	0
AT4G25580	train	0	0
AT4G25590	train	0	0
AT4G25600	train	0	0
AT4G25610	train	0	0
AT4G25620	train	0	0
AT4G25630	validation	0	0
AT4G25640	train	1	0
AT4G25650	train	0	0
AT4G25660	train	0	0
AT4G25670	train	0	0
AT4G25672	validation	0	0
AT4G25680	train	0	0
AT4G25690	train	0	0
AT4G25692	train	0	0
AT4G25700	train	0	0
AT4G25707	train	0	0
AT4G25710	train	1	0
AT4G25720	train	0	0
AT4G25730	train	0	0
AT4G25740	train	0	0
AT4G25750	validation	0	0
AT4G25760	train	0	0
AT4G25770	train	1	0
AT4G25780	train	0	0
AT4G25790	train	0	0
AT4G25800	train	0	0
AT4G25810	train	0	0
AT4G25820	train	0	0
AT4G25830	train	0	0
AT4G25835	validation	0	0
AT4G25840	train	0	0
AT4G25845	train	0	0
AT4G25850	train	1	1
AT4G25860	test	0	0
AT4G25870	train	0	0
AT4G25880	train	0	0
AT4G25890	train	0	0
AT4G25900	train	0	0
AT4G25910	train	0	0
AT4G25920	train	0	0
AT4G25930	train	0	0
AT4G25940	validation	0	0
AT4G25950	train	0	0
AT4G25960	train	0	0
AT4G25970	train	0	0
AT4G25980	train	0	0
AT4G25990	train	0	0
AT4G26000	train	0	0
AT4G26005	train	0	0
AT4G26010	train	0	0
AT4G26020	train	1	0
AT4G26030	train	0	0
AT4G26040	train	0	0
AT4G26050	train	0	0
AT4G26055	test	0	0
AT4G26060	validation	0	0
AT4G26070	train	0	0
AT4G26080	train	0	0
AT4G26090	train	0	0
AT4G26100	train	0	0
AT4G26110	train	0	0
AT4G26120	train	0	0
AT4G26130	test	0	0
AT4G26140	train	0	0
AT4G26150	train	0	0
AT4G26160	train	0	0
AT4G26170	train	0	0
AT4G26180	train	0	0
AT4G26190	train	0	0
AT4G26200	train	0	0
AT4G26210	train	0	0
AT4G26220	train	0	0
AT4G26230	train	0	0
AT4G26240	train	0	0
AT4G26250	validation	0	0
AT4G26260	test	0	0
AT4G26270	validation	0	0
AT4G26280	validation	0	0
AT4G26288	train	0	0
AT4G26290	train	0	0
AT4G26300	train	0	0
AT4G26310	train	1	0
AT4G26320	train	0	0
AT4G26330	train	0	0
AT4G26340	train	0	0
AT4G26350	train	0	0
AT4G26370	test	0	0
AT4G26380	train	0	0
AT4G26390	train	0	0
AT4G26400	train	0	0
AT4G26410	train	0	0
AT4G26420	train	0	0
AT4G26430	test	0	0
AT4G26440	train	0	0
AT4G26450	train	0	0
AT4G26455	test	0	0
AT4G26460	validation	0	0
AT4G26466	train	0	0
AT4G26470	train	0	0
AT4G26480	train	0	0
AT4G26483	train	0	0
AT4G26485	train	0	0
AT4G26490	train	0	0
AT4G26500	test	0	0
AT4G26510	train	0	0
AT4G26520	train	0	0
AT4G26530	train	0	0
AT4G26540	train	0	0
AT4G26550	train	0	0
AT4G26555	train	0	0
AT4G26560	train	0	0
AT4G26570	train	0	0
AT4G26580	train	1	0
AT4G26590	train	0	0
AT4G26600	train	0	0
AT4G26610	train	0	0
AT4G26620	train	0	0
AT4G26630	train	0	0
AT4G26640	train	1	1
AT4G26650	train	0	0
AT4G26660	validation	0	0
AT4G26670	train	0	0
AT4G26680	train	0	0
AT4G26690	validation	0	0
AT4G26700	train	0	0
AT4G26701	train	0	0
AT4G26710	train	0	0
AT4G26720	train	0	0
AT4G26730	train	0	0
AT4G26740	train	0	0
AT4G26750	train	0	0
AT4G26760	train	0	0
AT4G26770	train	0	0
AT4G26780	train	0	0
AT4G26790	train	1	0
AT4G26800	train	0	0
AT4G26810	train	0	0
AT4G26820	validation	0	0
AT4G26830	train	0	0
AT4G26840	train	0	0
AT4G26850	train	0	0
AT4G26860	test	0	0
AT4G26870	train	0	0
AT4G26880	train	0	0
AT4G26890	train	0	0
AT4G26900	train	0	0
AT4G26910	train	0	0
AT4G26920	train	0	0
AT4G26930	test	0	0
AT4G26940	train	1	0
AT4G26950	train	0	0
AT4G26960	validation	0	0
AT4G26965	not_in_db	1	0
AT4G26970	train	0	0
AT4G26980	train	0	0
AT4G26990	train	0	0
AT4G27000	train	0	0
AT4G27010	train	0	0
AT4G27020	train	0	0
AT4G27030	train	0	0
AT4G27040	train	0	0
AT4G27050	train	0	0
AT4G27060	test	0	0
AT4G27070	test	0	0
AT4G27080	train	1	0
AT4G27090	train	0	0
AT4G27100	train	1	1
AT4G27110	train	0	0
AT4G27120	train	1	0
AT4G27130	train	0	0
AT4G27140	train	0	0
AT4G27150	train	0	0
AT4G27160	train	0	0
AT4G27170	validation	0	0
AT4G27180	validation	0	0
AT4G27190	test	0	0
AT4G27220	test	0	0
AT4G27230	test	0	0
AT4G27240	train	0	0
AT4G27250	train	0	0
AT4G27260	train	0	0
AT4G27270	train	0	0
AT4G27280	train	0	0
AT4G27290	train	0	0
AT4G27300	train	0	0
AT4G27310	validation	0	0
AT4G27320	train	0	0
AT4G27330	train	0	0
AT4G27340	train	0	0
AT4G27350	train	0	0
AT4G27360	train	0	0
AT4G27370	train	0	0
AT4G27380	train	0	0
AT4G27390	test	0	0
AT4G27400	test	0	0
AT4G27410	train	0	0
AT4G27415	train	1	0
AT4G27420	train	0	0
AT4G27430	train	0	0
AT4G27435	train	0	0
AT4G27440	train	0	0
AT4G27450	train	0	0
AT4G27460	train	0	0
AT4G27470	validation	0	0
AT4G27480	train	0	0
AT4G27490	test	0	0
AT4G27500	train	0	0
AT4G27510	train	0	0
AT4G27520	train	0	0
AT4G27530	train	0	0
AT4G27540	test	0	0
AT4G27550	test	0	0
AT4G27560	validation	0	0
AT4G27570	train	0	0
AT4G27580	test	0	0
AT4G27585	test	0	0
AT4G27590	train	1	0
AT4G27595	train	0	0
AT4G27600	train	0	0
AT4G27610	train	0	0
AT4G27620	train	0	0
AT4G27630	train	0	0
AT4G27640	test	0	0
AT4G27650	train	0	0
AT4G27652	train	0	0
AT4G27654	train	0	0
AT4G27657	train	0	0
AT4G27660	test	0	0
AT4G27670	train	0	0
AT4G27680	train	0	0
AT4G27690	train	0	0
AT4G27700	train	0	0
AT4G27710	train	0	0
AT4G27720	train	0	0
AT4G27730	train	0	0
AT4G27740	train	0	0
AT4G27745	train	0	0
AT4G27750	validation	0	0
AT4G27760	test	0	0
AT4G27780	test	0	0
AT4G27790	train	0	0
AT4G27800	train	0	0
AT4G27810	train	0	0
AT4G27820	test	0	0
AT4G27830	train	0	0
AT4G27840	validation	0	0
AT4G27850	train	0	0
AT4G27860	train	0	0
AT4G27870	validation	0	0
AT4G27880	train	0	0
AT4G27890	train	0	0
AT4G27900	train	1	0
AT4G27910	train	0	0
AT4G27920	train	0	0
AT4G27930	validation	0	0
AT4G27940	train	0	0
AT4G27950	train	0	0
AT4G27960	train	0	0
AT4G27970	train	0	0
AT4G27980	train	0	0
AT4G27990	train	0	0
AT4G28000	train	0	0
AT4G28005	train	0	0
AT4G28010	train	0	0
AT4G28020	test	0	0
AT4G28025	test	0	0
AT4G28030	train	0	0
AT4G28040	train	0	0
AT4G28050	train	0	0
AT4G28060	train	0	0
AT4G28068	train	0	0
AT4G28070	train	0	0
AT4G28080	train	0	0
AT4G28085	train	0	0
AT4G28088	validation	0	0
AT4G28090	train	0	0
AT4G28100	train	0	0
AT4G28110	test	0	0
AT4G28130	validation	0	0
AT4G28140	train	0	0
AT4G28150	train	0	0
AT4G28160	train	0	0
AT4G28170	train	0	0
AT4G28180	train	0	0
AT4G28181	train	0	0
AT4G28190	train	0	0
AT4G28200	test	0	0
AT4G28210	validation	0	0
AT4G28220	train	0	0
AT4G28230	train	0	0
AT4G28240	test	0	0
AT4G28250	train	0	0
AT4G28260	train	0	0
AT4G28270	train	0	0
AT4G28280	train	0	0
AT4G28290	train	0	0
AT4G28300	train	0	0
AT4G28310	train	0	0
AT4G28320	train	0	0
AT4G28330	train	0	0
AT4G28340	validation	0	0
AT4G28350	train	0	0
AT4G28360	train	0	0
AT4G28365	test	0	0
AT4G28370	train	0	0
AT4G28380	train	0	0
AT4G28390	train	0	0
AT4G28395	validation	0	0
AT4G28397	train	0	0
AT4G28400	train	0	0
AT4G28405	train	0	0
AT4G28410	train	0	0
AT4G28420	train	0	0
AT4G28430	train	0	0
AT4G28440	train	0	0
AT4G28450	train	0	0
AT4G28460	train	0	0
AT4G28470	train	0	0
AT4G28480	train	1	1
AT4G28485	train	0	0
AT4G28490	train	0	0
AT4G28500	train	0	0
AT4G28510	validation	0	0
AT4G28520	train	0	0
AT4G28530	train	0	0
AT4G28540	train	0	0
AT4G28550	test	0	0
AT4G28556	train	0	0
AT4G28560	train	0	0
AT4G28564	train	0	0
AT4G28570	train	0	0
AT4G28580	train	0	0
AT4G28590	train	0	0
AT4G28600	validation	0	0
AT4G28610	test	0	0
AT4G28620	train	0	0
AT4G28630	test	0	0
AT4G28640	train	1	0
AT4G28650	train	0	0
AT4G28660	train	1	1
AT4G28670	train	0	0
AT4G28680	train	0	0
AT4G28690	train	0	0
AT4G28700	train	0	0
AT4G28703	train	0	0
AT4G28706	train	0	0
AT4G28710	test	0	0
AT4G28720	train	0	0
AT4G28730	train	0	0
AT4G28740	validation	0	0
AT4G28750	train	0	0
AT4G28760	validation	0	0
AT4G28770	train	0	0
AT4G28775	train	0	0
AT4G28780	validation	0	0
AT4G28790	train	1	0
AT4G28800	train	0	0
AT4G28811	train	0	0
AT4G28815	train	0	0
AT4G28820	train	1	1
AT4G28830	train	0	0
AT4G28840	train	0	0
AT4G28850	train	0	0
AT4G28860	train	1	1
AT4G28870	train	0	0
AT4G28880	train	0	0
AT4G28890	train	0	0
AT4G28910	train	0	0
AT4G28920	train	0	0
AT4G28930	train	0	0
AT4G28940	train	0	0
AT4G28950	train	0	0
AT4G28980	train	1	0
AT4G28990	train	0	0
AT4G29000	train	0	0
AT4G29010	train	0	0
AT4G29020	train	0	0
AT4G29030	train	0	0
AT4G29033	train	0	0
AT4G29035	train	0	0
AT4G29040	train	0	0
AT4G29050	train	0	0
AT4G29060	train	0	0
AT4G29070	train	0	0
AT4G29080	train	0	0
AT4G29090	train	0	0
AT4G29100	train	0	0
AT4G29103	train	0	0
AT4G29110	test	0	0
AT4G29120	train	0	0
AT4G29130	train	0	0
AT4G29140	test	0	0
AT4G29150	train	0	0
AT4G29160	train	0	0
AT4G29170	train	0	0
AT4G29180	train	0	0
AT4G29190	train	0	0
AT4G29200	train	0	0
AT4G29210	train	0	0
AT4G29220	train	0	0
AT4G29230	train	0	0
AT4G29240	train	0	0
AT4G29250	train	0	0
AT4G29260	train	0	0
AT4G29270	train	0	0
AT4G29273	train	0	0
AT4G29280	test	0	0
AT4G29283	train	0	0
AT4G29285	test	0	0
AT4G29290	train	0	0
AT4G29300	train	0	0
AT4G29305	train	0	0
AT4G29310	train	0	0
AT4G29330	train	0	0
AT4G29340	validation	0	0
AT4G29350	test	0	0
AT4G29360	train	0	0
AT4G29370	train	0	0
AT4G29380	test	0	0
AT4G29390	train	0	0
AT4G29400	train	0	0
AT4G29410	train	0	0
AT4G29420	train	0	0
AT4G29430	train	0	0
AT4G29440	train	1	0
AT4G29450	validation	0	0
AT4G29460	train	0	0
AT4G29470	train	0	0
AT4G29480	train	0	0
AT4G29490	train	0	0
AT4G29510	train	0	0
AT4G29520	test	0	0
AT4G29530	train	0	0
AT4G29540	train	0	0
AT4G29548	train	0	0
AT4G29550	validation	0	0
AT4G29560	validation	0	0
AT4G29570	test	0	0
AT4G29580	train	1	0
AT4G29590	train	0	0
AT4G29600	test	0	0
AT4G29610	train	0	0
AT4G29620	train	0	0
AT4G29630	train	0	0
AT4G29640	test	0	0
AT4G29650	train	0	0
AT4G29654	train	0	0
AT4G29658	validation	0	0
AT4G29660	train	0	0
AT4G29670	train	0	0
AT4G29680	train	0	0
AT4G29690	test	0	0
AT4G29700	train	0	0
AT4G29710	train	0	0
AT4G29720	train	0	0
AT4G29730	train	0	0
AT4G29735	train	0	0
AT4G29740	train	0	0
AT4G29750	train	0	0
AT4G29760	train	0	0
AT4G29770	train	0	0
AT4G29780	validation	0	0
AT4G29790	train	0	0
AT4G29800	train	0	0
AT4G29810	train	1	1
AT4G29820	test	0	0
AT4G29830	test	0	0
AT4G29840	train	0	0
AT4G29850	train	0	0
AT4G29860	validation	0	0
AT4G29870	train	0	0
AT4G29880	train	0	0
AT4G29890	train	0	0
AT4G29900	train	0	0
AT4G29905	validation	0	0
AT4G29910	train	0	0
AT4G29920	train	0	0
AT4G29930	train	1	1
AT4G29940	train	0	0
AT4G29950	train	0	0
AT4G29960	train	0	0
AT4G29970	train	0	0
AT4G29980	validation	0	0
AT4G29990	train	0	0
AT4G30000	test	1	0
AT4G30010	train	0	0
AT4G30020	train	0	0
AT4G30030	train	0	0
AT4G30040	train	0	0
AT4G30050	train	0	0
AT4G30060	train	0	0
AT4G30064	train	0	0
AT4G30067	train	0	0
AT4G30070	train	0	0
AT4G30074	train	0	0
AT4G30080	test	0	0
AT4G30090	train	0	0
AT4G30097	test	0	0
AT4G30100	train	0	0
AT4G30110	train	0	0
AT4G30120	train	0	0
AT4G30130	validation	0	0
AT4G30140	test	0	0
AT4G30150	train	0	0
AT4G30160	train	0	0
AT4G30170	train	0	0
AT4G30180	train	0	0
AT4G30190	validation	1	0
AT4G30200	train	0	0
AT4G30210	validation	0	0
AT4G30220	train	1	0
AT4G30230	train	0	0
AT4G30240	train	0	0
AT4G30250	train	0	0
AT4G30260	train	0	0
AT4G30270	train	0	0
AT4G30280	test	0	0
AT4G30290	train	0	0
AT4G30300	validation	0	0
AT4G30310	train	0	0
AT4G30320	train	0	0
AT4G30330	train	0	0
AT4G30340	train	0	0
AT4G30350	validation	0	0
AT4G30360	test	0	0
AT4G30370	train	0	0
AT4G30380	train	0	0
AT4G30390	train	0	0
AT4G30400	validation	0	0
AT4G30410	train	0	0
AT4G30420	train	0	0
AT4G30430	train	0	0
AT4G30440	test	0	0
AT4G30450	validation	0	0
AT4G30460	test	0	0
AT4G30470	train	0	0
AT4G30480	train	0	0
AT4G30490	train	0	0
AT4G30500	test	0	0
AT4G30510	train	1	0
AT4G30520	train	0	0
AT4G30530	train	0	0
AT4G30540	train	0	0
AT4G30550	train	0	0
AT4G30560	train	0	0
AT4G30570	train	0	0
AT4G30580	train	0	0
AT4G30590	train	0	0
AT4G30600	validation	0	0
AT4G30610	train	0	0
AT4G30620	train	0	0
AT4G30630	train	0	0
AT4G30640	train	0	0
AT4G30650	train	0	0
AT4G30660	train	1	0
AT4G30662	train	0	0
AT4G30670	validation	0	0
AT4G30680	train	0	0
AT4G30690	train	1	0
AT4G30700	train	0	0
AT4G30710	train	0	0
AT4G30720	train	0	0
AT4G30730	test	0	0
AT4G30740	train	0	0
AT4G30750	train	0	0
AT4G30760	train	1	0
AT4G30770	train	0	0
AT4G30780	test	0	0
AT4G30790	test	0	0
AT4G30800	train	0	0
AT4G30810	train	0	0
AT4G30820	train	0	0
AT4G30825	train	0	0
AT4G30830	train	0	0
AT4G30840	train	0	0
AT4G30845	validation	0	0
AT4G30850	train	0	0
AT4G30860	train	0	0
AT4G30870	train	0	0
AT4G30880	train	0	0
AT4G30890	train	0	0
AT4G30900	validation	0	0
AT4G30910	train	0	0
AT4G30920	train	0	0
AT4G30930	train	0	0
AT4G30935	test	0	0
AT4G30940	train	0	0
AT4G30950	train	0	0
AT4G30960	validation	0	0
AT4G30970	test	0	0
AT4G30980	train	0	0
AT4G30990	train	0	0
AT4G30993	train	0	0
AT4G30996	train	0	0
AT4G31000	train	0	0
AT4G31010	train	0	0
AT4G31020	train	0	0
AT4G31030	train	0	0
AT4G31040	validation	0	0
AT4G31050	train	0	0
AT4G31060	train	0	0
AT4G31070	train	0	0
AT4G31080	train	2	0
AT4G31100	train	0	0
AT4G31110	train	0	0
AT4G31115	train	0	0
AT4G31120	train	0	0
AT4G31130	train	0	0
AT4G31136	train	0	0
AT4G31140	train	0	0
AT4G31150	train	0	0
AT4G31160	test	0	0
AT4G31170	train	1	0
AT4G31180	train	0	0
AT4G31196	train	0	0
AT4G31200	train	0	0
AT4G31210	train	0	0
AT4G31230	test	0	0
AT4G31240	train	0	0
AT4G31250	test	0	0
AT4G31260	test	0	0
AT4G31270	train	0	0
AT4G31280	train	0	0
AT4G31290	test	0	0
AT4G31300	train	0	0
AT4G31310	test	0	0
AT4G31320	train	0	0
AT4G31330	train	0	0
AT4G31340	train	0	0
AT4G31350	train	0	0
AT4G31351	train	0	0
AT4G31354	test	0	0
AT4G31355	train	0	0
AT4G31360	train	0	0
AT4G31370	train	0	0
AT4G31380	train	0	0
AT4G31390	validation	0	0
AT4G31400	train	0	0
AT4G31410	train	0	0
AT4G31420	train	0	0
AT4G31430	train	1	0
AT4G31440	train	0	0
AT4G31441	validation	0	0
AT4G31450	train	0	0
AT4G31460	train	0	0
AT4G31470	train	0	0
AT4G31480	train	0	0
AT4G31490	validation	0	0
AT4G31500	test	0	0
AT4G31510	train	0	0
AT4G31520	train	0	0
AT4G31530	train	0	0
AT4G31540	train	0	0
AT4G31550	train	0	0
AT4G31560	train	0	0
AT4G31570	train	0	0
AT4G31580	train	0	0
AT4G31590	train	0	0
AT4G31600	train	0	0
AT4G31610	train	0	0
AT4G31615	test	0	0
AT4G31620	train	0	0
AT4G31630	train	0	0
AT4G31640	train	0	0
AT4G31650	validation	0	0
AT4G31660	train	0	0
AT4G31670	train	0	0
AT4G31680	train	0	0
AT4G31690	train	0	0
AT4G31700	train	1	0
AT4G31710	train	0	0
AT4G31720	train	0	0
AT4G31730	train	0	0
AT4G31740	train	0	0
AT4G31750	test	0	0
AT4G31760	test	0	0
AT4G31770	train	0	0
AT4G31780	train	0	0
AT4G31790	train	0	0
AT4G31800	train	0	0
AT4G31805	train	0	0
AT4G31810	train	0	0
AT4G31820	train	0	0
AT4G31830	test	0	0
AT4G31840	train	0	0
AT4G31850	train	0	0
AT4G31860	train	0	0
AT4G31870	train	0	0
AT4G31875	validation	0	0
AT4G31880	train	0	0
AT4G31890	train	1	0
AT4G31900	train	0	0
AT4G31910	test	0	0
AT4G31920	train	0	0
AT4G31930	train	0	0
AT4G31940	test	0	0
AT4G31950	test	0	0
AT4G31960	validation	0	0
AT4G31970	train	0	0
AT4G31980	train	0	0
AT4G31985	train	0	0
AT4G31990	train	0	0
AT4G32000	train	0	0
AT4G32010	test	0	0
AT4G32020	test	0	0
AT4G32030	test	1	0
AT4G32040	train	0	0
AT4G32050	train	0	0
AT4G32060	train	0	0
AT4G32070	validation	0	0
AT4G32080	train	0	0
AT4G32090	train	0	0
AT4G32100	train	0	0
AT4G32105	train	0	0
AT4G32110	train	0	0
AT4G32120	test	0	0
AT4G32130	validation	0	0
AT4G32140	test	0	0
AT4G32150	train	0	0
AT4G32160	train	0	0
AT4G32170	train	0	0
AT4G32175	validation	0	0
AT4G32180	train	1	0
AT4G32190	test	0	0
AT4G32200	train	0	0
AT4G32208	train	0	0
AT4G32210	validation	0	0
AT4G32230	train	0	0
AT4G32240	train	0	0
AT4G32250	validation	0	0
AT4G32260	train	0	0
AT4G32270	train	0	0
AT4G32272	train	0	0
AT4G32280	train	0	0
AT4G32285	train	0	0
AT4G32290	train	0	0
AT4G32295	train	0	0
AT4G32300	validation	0	0
AT4G32320	train	0	0
AT4G32330	train	0	0
AT4G32340	train	0	0
AT4G32342	train	0	0
AT4G32350	train	0	0
AT4G32360	train	0	0
AT4G32370	test	0	0
AT4G32375	test	0	0
AT4G32378	train	0	0
AT4G32380	test	0	0
AT4G32390	train	0	0
AT4G32400	train	0	0
AT4G32410	validation	0	0
AT4G32420	train	0	0
AT4G32430	train	0	0
AT4G32440	train	1	0
AT4G32450	train	0	0
AT4G32460	train	0	0
AT4G32470	train	0	0
AT4G32480	train	0	0
AT4G32490	train	0	0
AT4G32500	test	0	0
AT4G32510	validation	0	0
AT4G32520	train	0	0
AT4G32530	train	0	0
AT4G32540	train	0	0
AT4G32551	train	0	0
AT4G32560	train	1	0
AT4G32570	train	0	0
AT4G32580	train	0	0
AT4G32590	train	1	0
AT4G32600	train	0	0
AT4G32605	train	0	0
AT4G32610	train	0	0
AT4G32620	train	0	0
AT4G32630	train	0	0
AT4G32640	train	0	0
AT4G32650	train	1	0
AT4G32660	train	0	0
AT4G32670	train	0	0
AT4G32680	train	0	0
AT4G32690	validation	0	0
AT4G32700	train	0	0
AT4G32710	validation	0	0
AT4G32714	train	0	0
AT4G32717	train	0	0
AT4G32720	train	1	0
AT4G32730	train	0	0
AT4G32750	test	0	0
AT4G32760	train	1	0
AT4G32770	train	0	0
AT4G32780	validation	0	0
AT4G32785	validation	0	0
AT4G32790	train	0	0
AT4G32800	train	0	0
AT4G32810	train	0	0
AT4G32820	train	0	0
AT4G32830	train	0	0
AT4G32840	validation	0	0
AT4G32850	train	0	0
AT4G32860	train	0	0
AT4G32870	train	0	0
AT4G32880	train	0	0
AT4G32890	train	0	0
AT4G32900	train	0	0
AT4G32910	train	0	0
AT4G32915	train	0	0
AT4G32920	train	0	0
AT4G32924	train	0	0
AT4G32930	train	0	0
AT4G32940	train	0	0
AT4G32950	train	0	0
AT4G32960	train	0	0
